id	labels	source	female translation	male translation	neutral translation	variants	full neutral translation	note
1686531048141	706387;Positive 1;target_only_gendered_pronoun;1 AGME	A szélben lengedező hajjal állt a fedélzeten.	She stood on the deck with her long hair waving in the wind.	He stood on the deck with his long hair waving in the wind.	They stood on the deck with their long hair waving in the wind.		They stood on the deck with their long hair waving in the wind.	
1686531159835	706388;target_only_gendered_pronoun;1 AGME;Positive 1	Teljesen belefeledkezett a könyvbe.	She was completely absorbed in the book.	He was completely absorbed in the book.	They were completely absorbed in the book.		They were completely absorbed in the book.	
1688945557541	706399;source+target_gendered_noun+pronoun;Mixed;multi;1 AGME;target_only_gendered_pronoun	Az apja összetörte a kocsiját.	Her father crashed his car.	His father crashed his car.	Their father crashed his car.		Their father crashed their car.	
1686531339131	706424;Positive 1;target_only_gendered_pronoun;1 AGME	Van néhány barátja ebben a városban.	She has a few friends in this town.	He has a few friends in this town.	They have a few friends in this town.		They have a few friends in this town.	
1686558857359	706700;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;multi;1 AGME	Ostobaság volt a feleségedtől, hogy kölcsönadta neki a pénzét.	It was stupid of your wife to lend her her money.	It was stupid of your wife to lend him her money.	It was stupid of your wife to lend them her money.		It was stupid of your wife to lend them their money.	
1686558889510	706710;Positive 1;1 AGME;target_only_gendered_pronoun	Az emlékezetvesztése inkább lelki, mint fizikai probléma.	Her loss of memory is a psychological problem rather than a physical one.	His loss of memory is a psychological problem rather than a physical one.	Their loss of memory is a psychological problem rather than a physical one.		Their loss of memory is a psychological problem rather than a physical one.	
1686559083914	710618;Positive 1;target_only_gendered_pronoun;1 AGME	Kivett egy könyvet és olvasni kezdte.	She got out a book and began to read it.	He got out a book and began to read it.	They got out a book and began to read it.		They got out a book and began to read it.	
1686954957132	710833;0 AGMEs;source_gendered_noun_target_pronoun;Negative 1A	A hölgy zongorázik.			She plays the piano.		She plays the piano.	
1686954970916	711683;Mixed;target_only_gendered_noun+pronoun;source+target_gendered_noun+pronoun;1 AGME;multi	Nagyapa nagyon örült, amikor az unokájától egy őt ábrázoló rajzot kapott.	It made grandfather's day when his granddaughter gave him a picture she had drawn of him.	It made grandfather's day when his grandson gave him a picture he had drawn of him.	It made grandfather's day when his grandchild gave him a picture they had drawn of him.		It made grandfather's day when their grandchild gave them a picture they had drawn of them.	
1686559250344	711700;Positive 1;target_only_gendered_pronoun;1 AGME	Ő anyagilag független szüleitől.	She is economically independent of her parents.	He is economically independent of his parents.	They are economically independent of their parents.		They are economically independent of their parents.	
1686559324603	719592;1 AGME;target_only_gendered_pronoun;Positive 1	Szombaton az ő kocsijával akarunk a tengerpartra menni.	We want to go to the beach in her car on Saturday.	We want to go to the beach in his car on Saturday.	We want to go to the beach in their car on Saturday.		We want to go to the beach in their car on Saturday.	
1686559373228	720229;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	A nővérem munkát kapott egy légitársaságnál és légikisasszony lett.			My sister got a job with an airline company and she became a flight attendant.		My sister got a job with an airline company and they became a flight attendant.	
1686559407798	720677;Positive 1;target_only_gendered_pronoun;1 AGME	Sikerült megszöknie.	She managed to escape.	He managed to escape.	They managed to escape.		They managed to escape.	
1686559506559	722484;Positive 5;multi;target_only_gendered_pronoun;name;2 AGMEs	Wendy világosan megmondta, hogy nem megy vele vásárolni.	Wendy told her clearly that she's not going shopping with her.	Wendy told him clearly that he's not going shopping with him.	Wendy told them clearly that they're not going shopping with them.	Wendy told her clearly that he's not going shopping with her.|Wendy told him clearly that she's not going shopping with him.|Wendy told them clearly that he's not going shopping with them.|Wendy told her clearly that they're not going shopping with her.|Wendy told him clearly that they're not going shopping with him.|Wendy told them clearly that she's not going shopping with them.	Wendy told them clearly that they're not going shopping with them.	
1686559553390	725224;target_only_gendered_pronoun;1 AGME;Positive 1	Ő brit állampolgár, de Indiában él.	She's a British citizen, but she lives in India.	He's a British citizen, but he lives in India.	They're a British citizen, but they live in India.		They're a British citizen, but they live in India.	
1688988145263	725228;Mixed;1 AGME;target_only_gendered_pronoun;multi;source+target_gendered_noun+pronoun	A fivére busszal jár iskolába a barátaival.	Her brother goes to school by bus with his friends.	His brother goes to school by bus with his friends.	Their brother goes to school by bus with his friends.		Their brother goes to school by bus with their friends.	
1686955005317	766289;source_gendered_noun_target_pronoun;0 AGMEs;Negative 1A	Egy amerikaihoz ment feleségül.			She married an American.		She married an American.	
1686560561102	770585;Positive 1;target_only_gendered_pronoun;1 AGME	Nem volt szép, de nagy kedves barna szemei voltak és édes mosolya.	She wasn't beautiful, but she had big, kind brown eyes and a sweet smile.	He wasn't beautiful, but he had big, kind brown eyes and a sweet smile.	They weren't beautiful, but they had big, kind brown eyes and a sweet smile.		They weren't beautiful, but they had big, kind brown eyes and a sweet smile.	
1686957418641	774761;Positive 5;target_only_gendered_pronoun;2 AGMEs;multi	Megérintette a vállát.	She touched her on the shoulder.	He touched him on the shoulder.	They touched them on the shoulder.	She touched him on the shoulder.|He touched her on the shoulder.|They touched him on the shoulder.|She touched them on the shoulder.|He touched them on the shoulder.|They touched her on the shoulder.	They touched them on the shoulder.	
1686561062393	792913;Positive 2;name;target_only_gendered_pronoun;1 AGME	Mary a szobába zárta magát, és becsukta az összes ablakot.	Mary shut herself up in the room and closed all the windows.	Mary shut himself up in the room and closed all the windows.	Mary shut themselves up in the room and closed all the windows.		Mary shut themselves up in the room and closed all the windows.	
1686561117396	792921;Negative 1B;0 AGMEs;source+target_gendered_noun	A hercegnő leírhatatlanul szép volt.			The princess was beautiful beyond description.		The princess was beautiful beyond description.	
1686561152073	799651;Positive 2;1 AGME;target_only_gendered_pronoun;name	John le se szarja, hogy hogyan öltözködik.	John doesn't give a shit about her clothes.	John doesn't give a shit about his clothes.	John doesn't give a shit about their clothes.		John doesn't give a shit about their clothes.	
1686955120553	800246;Positive 5;target_only_gendered_pronoun;2 AGMEs;multi	Megmagyarázta neki, miért volt sikertelen a kísérlet.	She explained to her why the experiment failed.	He explained to him why the experiment failed.	They explained to them why the experiment failed.	She explained to him why the experiment failed.|He explained to her why the experiment failed.|They explained to him why the experiment failed.|She explained to them why the experiment failed.|He explained to them why the experiment failed.|They explained to her why the experiment failed.	They explained to them why the experiment failed.	
1686561357522	800248;Positive 5;name;target_only_gendered_pronoun;multi;2 AGMEs	Chris nem akarja újra látni, mert megbántotta.	Chris doesn't want to see her again, because she hurt her feelings.	Chris doesn't want to see him again, because he hurt his feelings.	Chris doesn't want to see them again, because they hurt their feelings.	Chris doesn't want to see her again, because she hurt his feelings.|Chris doesn't want to see him again, because he hurt her feelings.|Chris doesn't want to see them again, because they hurt his feelings.|Chris doesn't want to see her again, because she hurt their feelings.|Chris doesn't want to see him again, because he hurt their feelings.|Chris doesn't want to see them again, because they hurt her feelings.	Chris doesn't want to see them again, because they hurt their feelings.	
